0,10
0,20
0,28
1,4
1,19
1,31
1,32
1,33
1,40
2,3
2,12
2,14
2,18
2,23
2,28
3,5
3,9
3,10
3,38
4,31
4,39
4,45
5,21
5,27
6,11
6,21
6,25
6,36
6,39
6,48
7,10
7,18
7,41
8,9
8,20
8,38
8,49
9,30
9,42
10,15
10,25
10,27
10,29
10,35
11,25
11,36
11,45
11,47
12,14
13,20
13,27
13,34
13,48
14,15
14,21
15,26
16,22
16,29
16,46
17,19
17,37
17,41
18,27
20,23
20,25
20,49
21,28
23,29
23,32
23,37
23,43
23,45
23,48
24,39
24,46
24,47
25,27
26,36
26,38
27,37
31,32
31,43
32,34
32,36
32,38
32,41
32,43
32,44
34,36
34,40
34,41
35,38
36,47
37,41
38,41
38,47
41,44
42,45
45,48
45,49
