0,73
0,357
0,377
0,564
0,711
0,744
0,915
1,92
1,158
1,158
1,288
1,305
1,318
2,5
2,145
2,318
2,427
2,513
2,610
2,715
2,790
2,864
3,20
3,28
3,70
3,206
3,290
3,299
3,336
3,354
3,369
3,486
3,625
3,636
3,766
3,854
4,199
4,265
4,265
4,426
4,581
4,747
4,884
4,982
5,386
5,749
5,772
5,800
5,992
6,58
6,75
6,139
6,139
6,177
6,557
6,836
7,30
7,144
7,359
7,399
7,557
7,610
7,663
8,74
8,177
8,441
8,606
8,934
9,228
9,510
9,644
10,87
10,115
10,528
10,563
10,600
10,647
10,857
11,190
11,561
11,776
11,920
12,700
12,758
12,762
12,864
12,869
13,39
13,108
13,385
13,398
13,430
13,739
13,855
14,235
14,548
14,773
14,792
14,796
14,851
14,919
15,108
15,156
15,248
15,697
15,843
15,966
16,354
16,559
16,622
17,32
17,59
17,347
17,432
17,696
18,105
18,184
18,276
18,608
19,82
19,257
19,354
19,476
19,572
19,683
20,27
20,268
20,275
20,279
20,374
20,981
21,50
21,182
21,260
21,286
21,513
21,762
21,796
21,816
21,980
22,43
22,54
22,105
22,377
22,449
22,464
22,478
22,498
22,547
22,587
22,681
23,108
23,425
23,790
23,836
24,371
24,405
24,410
24,413
24,433
24,549
24,949
25,15
25,65
25,240
25,407
25,536
25,730
25,891
26,271
26,460
26,566
26,670
26,710
26,946
27,271
27,337
27,639
27,712
27,764
27,771
28,74
28,205
28,216
28,358
28,522
28,580
28,598
28,826
28,929
29,23
29,53
29,139
29,163
29,258
29,274
29,745
29,885
29,927
30,13
30,291
30,322
30,594
30,599
30,858
31,12
31,23
31,56
31,376
31,679
31,720
32,94
32,97
32,533
32,561
32,788
33,314
33,536
33,614
33,618
33,978
34,117
34,248
34,320
34,427
34,437
34,444
34,468
34,686
34,783
34,798
34,810
34,816
35,7
35,173
35,190
35,312
35,336
35,382
35,431
35,544
35,548
35,788
35,973
36,780
36,843
36,927
36,981
36,994
37,89
37,121
37,151
37,596
37,640
37,648
37,686
37,768
38,132
38,179
38,231
38,252
38,329
38,464
38,698
38,704
39,97
39,187
39,265
39,491
39,651
39,764
39,930
40,0
40,227
40,282
40,299
40,397
40,493
40,599
40,773
40,782
40,831
40,882
41,304
41,379
41,721
42,272
42,478
42,530
42,644
43,106
43,193
43,399
43,667
